"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6.5,"25 - 30",80,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6,"30 - 35",80,"rabi","sandy loam"
"Ash Gourd","50 - 70","5 - 15","20 - 40",6.5,"30 - 35",80,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",4.5,"20 - 25",100,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",6.5,"20 - 25",100,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",4.5,"25 - 30",100,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",6.5,"25 - 30",100,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",4.5,"20 - 25",150,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",6.5,"20 - 25",150,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",4.5,"25 - 30",150,"rabi","sandy loam"
"Pineapple","150 - 170","30 - 50","110 - 130",6.5,"25 - 30",150,"rabi","sandy loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"15 - 20",18,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"15 - 20",18,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"20 - 25",18,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"20 - 25",18,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"15 - 20",100,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"15 - 20",100,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"20 - 25",100,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"20 - 25",100,"rabi","alluvial"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"15 - 20",18,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"15 - 20",18,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"20 - 25",18,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"20 - 25",18,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"15 - 20",100,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"15 - 20",100,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",6,"20 - 25",100,"rabi","loam"
"Pomegranate","10 - 30","5 - 15","30 - 50",8,"20 - 25",100,"rabi","loam"
"Banana","90 - 110","65 - 85","40 - 60",6,"25 - 30",90,"rabi","loam"
"Banana","90 - 110","65 - 85","40 - 60",7.5,"25 - 30",90,"rabi","loam"
"Banana","90 - 110","65 - 85","40 - 60",6,"25 - 30",120,"rabi","loam"
"Banana","90 - 110","65 - 85","40 - 60",7.5,"25 - 30",120,"rabi","loam"
"Banana","90 - 110","65 - 85","40 - 60",6,"25 - 30",90,"rabi","clay loam"
"Banana","90 - 110","65 - 85","40 - 60",7.5,"25 - 30",90,"rabi","clay loam"
"Banana","90 - 110","65 - 85","40 - 60",6,"25 - 30",120,"rabi","clay loam"
"Banana","90 - 110","65 - 85","40 - 60",7.5,"25 - 30",120,"rabi","clay loam"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",89,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",89,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",89,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",89,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",150,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",150,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",150,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",150,"rabi","lateritic"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",89,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",89,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",89,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",89,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",150,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",150,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",150,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",150,"rabi","alluvial"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",89,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",89,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",89,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",89,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",150,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",150,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",150,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",150,"rabi","sandy loam"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",89,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",89,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",89,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",89,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"25 - 30",150,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"25 - 30",150,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",5.5,"30 - 35",150,"rabi","sandy"
"Mango","10 - 30","10 - 30","20 - 40",7.5,"30 - 35",150,"rabi","sandy"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"15 - 20",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"15 - 20",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"20 - 25",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"20 - 25",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"25 - 30",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"25 - 30",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"30 - 35",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"30 - 35",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"35 - 40",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"35 - 40",50,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"15 - 20",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"15 - 20",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"20 - 25",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"20 - 25",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"25 - 30",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"25 - 30",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"30 - 35",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"30 - 35",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",5.5,"35 - 40",90,"rabi","sandy loam"
"Grapes","10 - 30","115 - 135","190 - 210",6.5,"35 - 40",90,"rabi","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"20 - 25",150,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"20 - 25",150,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"25 - 30",150,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"25 - 30",150,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"30 - 35",150,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"30 - 35",150,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"20 - 25",250,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"20 - 25",250,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"25 - 30",250,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"25 - 30",250,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"30 - 35",250,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"30 - 35",250,"kharif","sandy"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"20 - 25",150,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"20 - 25",150,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"25 - 30",150,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"25 - 30",150,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"30 - 35",150,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"30 - 35",150,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"20 - 25",250,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"20 - 25",250,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"25 - 30",250,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"25 - 30",250,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",6,"30 - 35",250,"kharif","sandy loam"
"Jackfruit","65 - 85","30 - 50","40 - 60",7.5,"30 - 35",250,"kharif","sandy loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"15 - 20",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"15 - 20",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"20 - 25",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"20 - 25",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"25 - 30",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"25 - 30",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"30 - 35",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"30 - 35",70,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"15 - 20",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"15 - 20",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"20 - 25",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"20 - 25",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"25 - 30",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"25 - 30",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",5,"30 - 35",100,"rabi","loam"
"Guava","40 - 60","40 - 60","40 - 60",7,"30 - 35",100,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",40,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",40,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",40,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",40,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",40,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",40,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",60,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",60,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",60,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",60,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",60,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",60,"kharif","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",40,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",40,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",40,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",40,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",40,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",40,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",60,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",60,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",60,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",60,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",60,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",60,"rabi","sandy"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",40,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",40,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",40,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",40,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",40,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",40,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",60,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",60,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",60,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",60,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",60,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",60,"kharif","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",40,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",40,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",40,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",40,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",40,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",40,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"20 - 25",60,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"20 - 25",60,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"25 - 30",60,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"25 - 30",60,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6,"30 - 35",60,"rabi","loam"
"Watermelon","90 - 110","5 -15","40 - 60",6.8,"30 - 35",60,"rabi","loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",50,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",50,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",50,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",50,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",80,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",80,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",80,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",80,"kharif","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",50,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",50,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",50,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",50,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",80,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",80,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",80,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",80,"rabi","sandy"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",50,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",50,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",50,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",50,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",80,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",80,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",80,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",80,"kharif","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",50,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",50,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",50,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",50,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"15 - 20",80,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"15 - 20",80,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",6.5,"20 - 25",80,"rabi","sandy loam"
"Muskmelon","90 - 110","5 - 15","40 - 60",7.5,"20 - 25",80,"rabi","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",100,"kharif","loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",100,"kharif","loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",150,"kharif","loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",150,"kharif","loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",100,"rabi","loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",100,"rabi","loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",150,"rabi","loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",150,"rabi","loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",100,"kharif","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",100,"kharif","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",150,"kharif","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",150,"kharif","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",100,"rabi","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",100,"rabi","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",150,"rabi","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",150,"rabi","sandy loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",100,"kharif","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",100,"kharif","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",150,"kharif","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",150,"kharif","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",100,"rabi","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",100,"rabi","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",6,"5 - 10",150,"rabi","clay loam"
"Apricot","30 - 50","40 - 60","15 - 35",8,"5 - 10",150,"rabi","clay loam"
"Apple","10 - 30","115 - 135","190 - 210",5.5,"20 - 25",100,"rabi","sandy"
"Apple","10 - 30","115 - 135","190 - 210",6.5,"20 - 25",100,"rabi","sandy"
"Apple","10 - 30","115 - 135","190 - 210",5.5,"20 - 25",125,"rabi","sandy"
"Apple","10 - 30","115 - 135","190 - 210",6.5,"20 - 25",125,"rabi","sandy"
"Apple","10 - 30","115 - 135","190 - 210",5.5,"20 - 25",100,"rabi","loam"
"Apple","10 - 30","115 - 135","190 - 210",6.5,"20 - 25",100,"rabi","loam"
"Apple","10 - 30","115 - 135","190 - 210",5.5,"20 - 25",125,"rabi","loam"
"Apple","10 - 30","115 - 135","190 - 210",6.5,"20 - 25",125,"rabi","loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"10 - 15",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"10 - 15",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"15 - 20",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"15 - 20",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"20 - 25",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"20 - 25",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"25 - 30",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"25 - 30",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"30 - 35",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"30 - 35",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"35 - 40",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"35 - 40",125,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"10 - 15",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"10 - 15",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"15 - 20",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"15 - 20",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"20 - 25",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"20 - 25",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"25 - 30",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"25 - 30",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"30 - 35",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"30 - 35",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"35 - 40",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"35 - 40",250,"kharif","black"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"10 - 15",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"10 - 15",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"15 - 20",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"15 - 20",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"20 - 25",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"20 - 25",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"25 - 30",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"25 - 30",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"30 - 35",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"30 - 35",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"35 - 40",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"35 - 40",125,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"10 - 15",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"10 - 15",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"15 - 20",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"15 - 20",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"20 - 25",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"20 - 25",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"25 - 30",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"25 - 30",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"30 - 35",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"30 - 35",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",6,"35 - 40",250,"kharif","sandy loam"
"Chikoo","30 - 50","20 - 40","50 - 70",8,"35 - 40",250,"kharif","sandy loam"
"Custard apple","30 - 50","10 - 30","30 - 50",5.5,"25 - 30",50,"rabi","clay loam"
"Custard apple","30 - 50","10 - 30","30 - 50",6.5,"25 - 30",50,"rabi","clay loam"
"Custard apple","30 - 50","10 - 30","30 - 50",5.5,"25 - 30",80,"rabi","clay loam"
"Custard apple","30 - 50","10 - 30","30 - 50",6.5,"25 - 30",80,"rabi","clay loam"
"Custard apple","30 - 50","10 - 30","30 - 50",5.5,"25 - 30",50,"rabi","sandy loam"
"Custard apple","30 - 50","10 - 30","30 - 50",6.5,"25 - 30",50,"rabi","sandy loam"
"Custard apple","30 - 50","10 - 30","30 - 50",5.5,"25 - 30",80,"rabi","sandy loam"
"Custard apple","30 - 50","10 - 30","30 - 50",6.5,"25 - 30",80,"rabi","sandy loam"
"Dates","30 - 50","115 - 135","10 - 30",8,"20 - 30",20,"kharif","sandy"
"Dates","30 - 50","115 - 135","10 - 30",10,"20 - 30",20,"kharif","sandy"
